,Borehole ID,Depth (m),Moisture Content (%),Bulk Density (kg/m3),Dry Density (kg/m3),Shear Strength (kPa) (Direct),SPT Value (blows/ft),Shear Strength (kPa) (Triaxial),Triaxial Test,Soil Condition During Triaxial Test,Particle Density (%),Liquid Limit (%),Plastic Limit (%),Porosity (%),Bearing Capacity (kPa),Unconfined Compressive Strength (MPa),Rock Quality Designation (%),Angle of Internal Friction (°),Grain Size,Soil Types,Soil Description,Latitude,Longitude,Borehole Start Date
457,J06,16.0,24.95,2000.0,,,,,CD,Reconstituted,,,,,,,,37.5,0.002,sand,below 16.00 m - rare pockets/lenses (<20mm x 2mm) of fine black sand.,-3.4125767805,53.9997648148,08/07/2010
458,J06,17.0,26.04,1982.67,,,,,,,,,,,,,,,,sand,at 17.25 m - 2 No. thin laminae (<2mm) of black silty sand (possibly carbonaceous).,-3.4125767805,53.9997648148,08/07/2010
459,J06,18.0,28.22,1950.05,,,,,,,,,,,,,,,,sand,from 18.00 m to 18.35 m - occasional closely spaced thin laminae (<5mm) of black silty fine sand (possibly carbonaceous).,-3.4125767805,53.9997648148,08/07/2010
460,J06,19.0,23.59,2022.43,,,,,,,,,,,,,,,,sand,at 19.15 m - 1 No. thick lamina (<8mm) of black silty fine sand (possibly carbonaceous).,-3.4125767805,53.9997648148,08/07/2010
461,J06,20.0,23.34,2026.5,,,,,,,,,,,,,,,0.002,sand,at 20.00 m - 1 No. pocket (30mm) of light grey silt/fine sand.,-3.4125767805,53.9997648148,08/07/2010
462,J06,21.0,25.37,1992.86,,,,,,,,,,,,,,,,sand,,-3.4125767805,53.9997648148,08/07/2010
463,J06,22.0,27.16,1965.34,,,,,,,,,,,,,,,,sand,at 22.30 m - 1 No. thin lamina (1mm - 2mm) of dark grey black fine sand.,-3.4125767805,53.9997648148,08/07/2010
464,J06,23.0,27.45,1961.26,,,,,CD,Reconstituted,,,,,,,,34.0,0.002,"gravel, sand",from 23.10 m to 23.20 m - Extremely closely spaced thin laminae of dark greyish black fine sand,-3.4125767805,53.9997648148,08/07/2010
465,J06,24.0,21.32,2062.18,,,,,,,,,,,,,,,,"clay, gravel, sand",at 24.35 m - occasional brown and black subrounded to rounded medium and coarse gravel.,-3.4125767805,53.9997648148,08/07/2010
466,J06,25.0,19.56,2095.31,,,86.0,,,,,,,,,,,,,"clay, sand",from 25.15 m to 25.20 m - grey brown fine sand with rare shell fragments (<5mm) and occasional pockets (<8mm) of black silt.,-3.4125767805,53.9997648148,08/07/2010
467,J06,26.0,22.29,2059.46,1646.28,,65.0,84.0,CU,Undisturbed,2.71,33.0,16.0,0.1999999999999999,,,,,0.002,"gravel, sand",at 26.20 m - thin laminae (<5mm) of black silt.,-3.4125767805,53.9997648148,08/07/2010
468,J06,27.0,25.39,1965.34,1498.47,66.0,52.0,,,,,38.0,20.0,0.24,17801.14,,,,,"clay, sand",Soft to firm becoming firm with depth medium strength thinly to thickly laminated reddish brown slightly sandy CLAY .  Sand is fine to coarse. (CARDIGAN BAY - UPPER TILL - LAMINATED) [UNIT IIIa],-3.4125767805,53.9997648148,08/07/2010
469,J06,28.0,28.96,1870.88,1365.95,,38.0,40.0,UU,Undisturbed,2.76,46.0,27.0,0.27,,,,,0.002,clay,at 28.10 m - 1 No. pocket (<8mm) of red brown clay.,-3.4125767805,53.9997648148,08/07/2010
470,J06,29.0,27.82,1899.34,1406.73,,37.0,40.0,UU,Remoulded,,44.0,25.0,0.26,,,,,0.002,gravel,at 29.20 m - 1 No. rounded coarse gravel.,-3.4125767805,53.9997648148,08/07/2010
471,J06,30.0,21.88,2053.86,1602.96,76.0,56.0,58.0,CU,Undisturbed,2.73,34.0,20.0,0.2199999999999999,20668.81,,,,0.002,"gravel, sand",at 30.00 m - With rare subrounded and rounded medium and coarse sandstone gravel.,-3.4125767805,53.9997648148,08/07/2010
472,J06,31.0,15.1,2142.71,1824.67,,66.0,47.0,UU,Undisturbed,,26.0,13.0,0.15,,,,,0.002,"clay, gravel, sand",Firm medium strength reddish brown slightly sandy slightly gravelly CLAY.  Sand is fine to coarse.  Gravel is subangular to rounded fine to coarse of mixed lithologies. (CARDIGAN BAY - UPPER TILL) [UNIT III],-3.4125767805,53.9997648148,08/07/2010
473,J06,32.0,15.97,2169.22,,,,,,,,,,,,,,,,"gravel, mud, sand",Reddish brown slightly gravelly silty SAND.  Sand is fine to coarse.  Gravel is subangular fine and medium of sandstone and mudstone. (CARDIGAN BAY - UPPER TILL - SAND) [UNIT III],-3.4125767805,53.9997648148,08/07/2010
474,J06,33.0,14.94,2191.64,,,,,,,,,,,,,,,,"clay, gravel",at 33.55 m - 1 No. pocket (<30mm) of grey silty clay.,-3.4125767805,53.9997648148,08/07/2010
475,J06,33.45,16.51,2156.98,,,142.0,,,,,,,,,,,,,"clay, gravel",,-3.4125767805,53.9997648148,08/07/2010
476,J06,34.0,16.13,2100.92,1702.34,,124.0,47.0,UU,Undisturbed,,36.0,20.0,0.1899999999999999,,,,,0.002,"clay, gravel",,-3.4125767805,53.9997648148,08/07/2010
477,J06,35.0,28.28,1949.03,,,70.0,,,,,,,,,,,,,"clay, gravel",,-3.4125767805,53.9997648148,08/07/2010
478,J06,36.0,10.63,2315.32,2191.64,,622.0,598.0,CU,Undisturbed,2.71,26.0,13.5,0.05,,,,,0.002,gravel,below 36.00 m - very stiff and gravelly.,-3.4125767805,53.9997648148,08/07/2010
479,J06,37.0,13.46,,,,,,,,,,,,,,,,,gravel,at 37.50 m - 1 No. subrounded cobble of gabbro (<130mm x 80mm x 70mm).,-3.4125767805,53.9997648148,08/07/2010
480,J06,37.5,16.29,2180.94,2018.35,481.0,600.0,,,,,47.0,28.0,0.0699999999999999,28085.86,,93.3,,0.002,gravel,,-3.4125767805,53.9997648148,08/07/2010
481,J06,38.0,17.51,,,,,,,,,,,,,,,,,"clay, mud",Extremely weak moderately weathered reddish brown and greyish brown calcareous MUDSTONE hard clay with occasional lithorelicts <30mm) of weak mudstone. (MERCIA MUDSTONE - WEATHERED MERCIA MUDSTONE) [UNIT VIa],-3.4125767805,53.9997648148,08/07/2010
482,J06,39.0,18.73,,,,,,,,,,,,,,,,,"clay, mud",at 39.10 m - Locally very weak.  Fractures are closely spaced subhorizontal planar to undulating,-3.4125767805,53.9997648148,08/07/2010
483,J06,39.1,19.96,2080.53,1518.86,248.0,,,,,2.79,49.0,28.0,0.27,27541.15,,91.3,,0.002,"clay, mud",,-3.4125767805,53.9997648148,08/07/2010
484,J11,0.0,39.06,,,,,,,,2.69,,,,,,,,0.002,sand,Dark grey slightly silty SAND,-3.3819103063,53.9725262809,06/06/2010
485,J11,1.0,38.89,,,,,,,,,,,,,,,,,sand,,-3.3819103063,53.9725262809,06/06/2010
486,J11,2.0,26.21,1926.61,1523.96,,,,,,,,,0.2099999999999999,,,,,,sand,from 2.47 m to 2.52 m - frequent shells and shell fragments.,-3.3819103063,53.9725262809,06/06/2010
487,J11,3.0,24.79,1926.61,1539.25,,,,,,,,,0.1999999999999999,,,,,,sand,,-3.3819103063,53.9725262809,06/06/2010
488,J11,4.0,19.33,,,,,,,,,,,,,,,,,sand,at 4.32 m - 1 No. thin lamina of dark grey medium and coarse sand.,-3.3819103063,53.9725262809,06/06/2010
489,J11,5.0,24.94,,,,,,,,2.67,,,,,,,,0.002,sand,,-3.3819103063,53.9725262809,06/06/2010
490,J11,6.0,22.79,,,,,,,,,,,,,,,,,sand,,-3.3819103063,53.9725262809,06/06/2010
491,J11,6.5,24.77,,,,,,,,,,,,,,,,,sand,,-3.3819103063,53.9725262809,06/06/2010
492,J11,7.0,26.75,1834.86,1447.5,,,,,,,,,0.2099999999999999,,,,,,sand,from 7.31 m to 8.00 m - Assessed zone of core loss.,-3.3819103063,53.9725262809,06/06/2010
493,J11,8.0,26.16,1957.19,1610.6,,,,CD,Reconstituted,,,,0.18,,,,44.5,,sand,at 8.52 m - 1 No. wood fragment (<6mm x 3mm).,-3.3819103063,53.9725262809,06/06/2010
494,J11,9.0,25.1,,,,,,,,,,,,,,,,,sand,from 9.00 m to 10.00 m - Assessed zone of core loss.,-3.3819103063,53.9725262809,06/06/2010
495,J11,10.0,24.04,,,,,,,,,,,,,,,,,sand,from 10.28 m to 11.00 m - Assessed zone of core loss.,-3.3819103063,53.9725262809,06/06/2010
496,J11,11.0,22.97,1997.96,1620.8,,,,CD,Reconstituted,2.66,,,0.1899999999999999,,,,41.0,0.002,sand,from 11.70 m to 12.00 m - Assessed zone of core loss.,-3.3819103063,53.9725262809,06/06/2010
497,J11,12.0,28.45,,,,,,,,,,,,,,10.0,,,sand,Strong y inclined to 85 degrees,-3.3819103063,53.9725262809,06/06/2010
498,J11,13.0,1.3,,,,,,,,,,,,,95.2,100.0,,,sand,,-3.3819103063,53.9725262809,06/06/2010
499,J11,14.0,1.38,,,,,,,,,,,,,,45.0,,,"gravel, sand",Strong UNIT V],-3.3819103063,53.9725262809,06/06/2010
500,J11,15.0,1.45,,,,,,,,,,,,,,96.7,,,"gravel, sand",Strong locally very strong enerally inclined <20 to 85 degrees,-3.3819103063,53.9725262809,06/06/2010
501,J11,16.5,1.52,,,,,,,,,,,,,,100.0,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
502,J11,18.0,1.6,,,,,,,,,,,,,50.3,100.0,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
503,J11,19.5,1.48,,,,,,,,,,,,,,100.0,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
504,J11,21.0,1.35,,,,,,,,,,,,,,100.0,,,"gravel, sand",from 21.10 m to 21.49 m - 4 No. fractures inclined at <5 degrees,-3.3819103063,53.9725262809,06/06/2010
505,J11,22.5,1.23,,,,,,,,,,,,,,100.0,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
506,J11,24.0,1.1,,,,,,,,,,,,,31.1,100.0,,,"gravel, sand",from 24.00 m to 24.55 m - areamy white feldspar vein (<5mm x 10mm),-3.3819103063,53.9725262809,06/06/2010
507,J11,25.5,0.95,,,,,,,,,,,,,,100.0,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
508,J11,26.0,0.8,,,,,,,,,,,,,,,,,"gravel, sand",Strong ced,-3.3819103063,53.9725262809,06/06/2010
509,J11,27.0,0.65,,,,,,,,,,,,,,90.0,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
510,J11,28.0,0.5,,,,,,,,,,,,,,,,,"gravel, sand",from 28.00 m to 28.16 m - non intact.  Recovered as angular and subangular cobble sized fragments of gabbro (up to 10mm).,-3.3819103063,53.9725262809,06/06/2010
511,J11,28.5,0.35,,,,,,,,,,,,,,100.0,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
512,J11,30.0,0.2,,,,,,,,,,,,,68.6,100.0,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
513,J11,31.0,2.67,,,,,,,,,,,,,,,,,"gravel, sand",at 31.76 m - fractures inclined at <5 degrees,-3.3819103063,53.9725262809,06/06/2010
514,J11,31.5,5.13,,,,,,,,,,,,,,100.0,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
515,J11,32.0,7.6,,,,,,,,,,,,,,,,,"gravel, sand",at 32.47 m - fracture inclined at 20 to 30 degrees,-3.3819103063,53.9725262809,06/06/2010
516,J11,33.0,10.07,,,,,,,,,,,,,,77.3,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
517,J11,34.0,12.53,,,,,,,,,,,,,,,,,"gravel, sand",at 34.22 m - fracture inclined at 10 degrees,-3.3819103063,53.9725262809,06/06/2010
518,J11,34.5,15.0,,,,,,,,,,,,,1.9,100.0,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
519,J11,35.0,12.1,,,,,,,,,,,,,,,,,"gravel, sand",at 35.94 m - fracture inclined at 10 degrees,-3.3819103063,53.9725262809,06/06/2010
520,J11,36.0,9.2,,,,,,,,,,,,,,67.8,,,"gravel, sand",Strong domly orientated,-3.3819103063,53.9725262809,06/06/2010
521,J11,37.15,6.3,,,,,,,,,,,,,,73.3,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
522,J11,38.0,3.4,,,,,,,,,,,,,,,,,"gravel, sand",at 38.97 m - fracture inclined at 40 degrees,-3.3819103063,53.9725262809,06/06/2010
523,J11,38.65,0.5,,,,,,,,,,,,,55.2,92.7,,,"gravel, sand",,-3.3819103063,53.9725262809,06/06/2010
524,J11,39.0,0.5,,,,,,,,,,,,,,,,,"gravel, sand",at 39.14 m - fracture inclined 60 degrees,-3.3819103063,53.9725262809,06/06/2010
525,M02,0.0,,,,,,,,,,,,,,,,,,sand,Dark grey silty SAND,-3.4323291307,53.9893164092,17/06/2010
526,M02,1.0,,,,,,,,,,,,,,,,,,sand,,-3.4323291307,53.9893164092,17/06/2010
527,M02,2.0,,,,,,,CD,Reconstituted,2.67,,,,,,,35.0,0.002,sand,,-3.4323291307,53.9893164092,17/06/2010
528,M02,3.0,24.96,2000.0,,,,,,,,,,,,,,,,sand,Greyish brown SAND,-3.4323291307,53.9893164092,17/06/2010
529,M02,4.0,24.72,2004.08,,,,,,,,,,,,,,,,sand,,-3.4323291307,53.9893164092,17/06/2010
530,M02,5.0,25.69,1987.77,,,,,,,,,,,,,,,,sand,,-3.4323291307,53.9893164092,17/06/2010
531,M02,6.0,27.45,1961.26,,,,,,,,,,,,,,,,sand,,-3.4323291307,53.9893164092,17/06/2010
532,M02,7.0,21.47,2059.12,,,,,CD,Reconstituted,2.67,,,,,,,41.0,,sand,,-3.4323291307,53.9893164092,17/06/2010
533,M02,8.0,26.39,1977.57,,,,,,,,,,,,,,,,sand,at 8.05 m -  1 No. lamina of bluish black staining.,-3.4323291307,53.9893164092,17/06/2010
534,M02,9.0,27.34,1963.81,,,,,,,,,,,,,,,,"clay, gravel",at 9.0 m - occasional fine gravel sized pockets of very soft clay.,-3.4323291307,53.9893164092,17/06/2010
535,M02,10.0,29.52,1931.7,,,,,,,,,,,,,,,,"clay, gravel",Brown silty,-3.4323291307,53.9893164092,17/06/2010
536,M02,11.0,25.58,1989.81,,,,,,,,,,,,,,,,"clay, gravel",,-3.4323291307,53.9893164092,17/06/2010
537,M02,12.0,28.17,1951.07,,,,,CD,Reconstituted,2.66,,,,,,,41.0,0.002,clay,from 12.13 m to 12.18 m - slightly clayey with frequent shells,-3.4323291307,53.9893164092,17/06/2010
538,M02,13.0,30.0,1924.57,,,,,,,,,,,,,,,,clay,,-3.4323291307,53.9893164092,17/06/2010
539,M02,14.0,23.85,2019.88,,,,,,,,,,,,,,,,clay,from 14.31 m to 14.40 m - slightly clayey with occasional bivalve shells.,-3.4323291307,53.9893164092,17/06/2010
540,M02,15.0,19.82,2089.7,,,,,,,,,,,,,,,,clay,,-3.4323291307,53.9893164092,17/06/2010
541,M02,16.0,25.68,1896.02,1508.66,,,,,,,,,0.1999999999999999,,,,,,sand,Below 16.00 m - rare lenses (<30mm) of dark greyish brown silty fine and medium sand,-3.4323291307,53.9893164092,17/06/2010
542,M02,17.0,23.68,1997.96,1620.8,,,,CD,Reconstituted,,,,0.1899999999999999,,,,40.0,0.002,sand,from 17.00 m to 19.00 m -  very closely to closely spaced thick laminae of black medium and coarse sand sized carbonaceous debris.,-3.4323291307,53.9893164092,17/06/2010
543,M02,18.0,25.19,1946.99,1549.44,,,,,,,,,0.1999999999999999,,,,,,sand,,-3.4323291307,53.9893164092,17/06/2010
544,M02,19.0,26.46,1921.51,1518.86,,,,,,,,,0.2099999999999999,,,,,,sand,from 19.00 m to 20.45 m - black becoming brown silty fine and medium sand bris.,-3.4323291307,53.9893164092,17/06/2010
545,M02,20.0,19.09,2141.18,1811.08,145.0,88.0,398.0,CU,Undisturbed,,,,0.15,14522.97,,,,,sand,Soft becoming firm with depth medium strength brown slightly sandy ry strong microgabbro. (CARDIGAN BAY - UPPER TILL) [UNIT III],-3.4323291307,53.9893164092,17/06/2010
546,M02,21.0,18.78,2156.73,1936.8,,248.0,,CU,Undisturbed,2.705,26.0,11.5,0.0999999999999999,,,,,0.002,sand,from 21.30 m to 21.37 m - frequent pockets (<10mm) and lenses (<20mm x 3mm) of light brown fine sand.,-3.4323291307,53.9893164092,17/06/2010
547,M02,22.0,18.24,2106.69,,,132.0,,,,,34.0,18.0,,,,,,0.002,sand,,-3.4323291307,53.9893164092,17/06/2010
548,M02,23.0,22.78,2006.12,1615.7,94.0,69.0,72.0,CU,Undisturbed,2.74,41.0,21.5,0.1899999999999999,15541.31,,,,0.002,sand,Below 23.00 m - extremely closely spaced laminae of light brown fine sand.  (Cardigan Bay - Upper Till - Laminated Beds?),-3.4323291307,53.9893164092,17/06/2010
549,M02,24.0,27.07,2052.33,1671.76,65.0,75.0,94.0,CU,Undisturbed,2.74,40.0,23.0,0.1899999999999999,16530.01,,,,0.002,"clay, gravel, sand",Firm reddish brown slightly gravelly slightly sandy CLAY.  Sand is fine to coarse.  Gravel is very angular to rounded mainly fine of microgabbro. (CARDIGAN BAY - UPPER TILL) [UNIT III],-3.4323291307,53.9893164092,17/06/2010
550,M02,25.0,21.64,2060.14,1641.18,,69.0,,CU,Undisturbed,2.72,36.0,20.0,0.1999999999999999,,,,,0.002,"clay, gravel, sand",from 25.30 m to 27.35 m - slightly gravelly sandy clay.  Sand is fine to coarse,-3.4323291307,53.9893164092,17/06/2010
551,M02,26.0,16.78,2154.43,,,,,,,,,,,,,,,,"clay, gravel, sand",,-3.4323291307,53.9893164092,17/06/2010
552,M02,27.0,15.9,2201.83,1957.19,,,402.0,CU,Undisturbed,,,,0.1099999999999999,,,0.0,,,"clay, gravel, mud, sand",Extremely to very weak partially weathered reddish brown calcareous MUDSTONE ly spaced randomly orientated,-3.4323291307,53.9893164092,17/06/2010
553,M02,28.0,14.92,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",from 28.50 m to 29.60 m - slightly to partially weathered.  Fractures are very closely to closely spaced.,-3.4323291307,53.9893164092,17/06/2010
554,M02,28.5,13.94,,,,,,,,,,,,,,31.8,,,"clay, gravel, mud, sand",,-3.4323291307,53.9893164092,17/06/2010
555,M02,29.0,12.96,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",Very weak and weak inclined gypsum veins (<30mm).  Fractures are extremely closely to widely spaced,-3.4323291307,53.9893164092,17/06/2010
556,M02,29.6,11.98,,,,,,,,,,,,,,86.4,,,"clay, gravel, mud, sand",,-3.4323291307,53.9893164092,17/06/2010
557,M02,30.7,11.0,,,,,,,,,,,,,5.5,75.0,,,"clay, gravel, mud, sand",,-3.4323291307,53.9893164092,17/06/2010
558,M02,31.3,11.75,,,,,,,,,,,,,,100.0,,,"clay, gravel, mud, sand",,-3.4323291307,53.9893164092,17/06/2010
559,M02,32.8,12.5,,,,,,,,,,,,,,94.0,,,"clay, gravel, mud, sand",,-3.4323291307,53.9893164092,17/06/2010
560,M02,34.0,13.25,,,,,,,,,,,,,,,,,mud,34.3 m to 50.8 m - Weak slightly weathered reddish brown to brownish red calcareous MUDSTONE with extremely closely to medium closely spaced subhorizontal (<30mm).  Fractures are extremely closely to widely spaced,-3.4323291307,53.9893164092,17/06/2010
561,M02,34.3,14.0,,,,,,,,,,,,,2.5,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
562,M02,35.0,13.43,,,,,,,,,,,,,,,,,mud,from 35.80 m to 35.93 m - grey.,-3.4323291307,53.9893164092,17/06/2010
563,M02,35.8,12.86,,,,,,,,,,,,,,95.3,,,mud,,-3.4323291307,53.9893164092,17/06/2010
564,M02,37.3,12.29,,,,,,,,,,,,,,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
565,M02,38.0,11.71,,,,,,,,,,,,,,,,,mud,from 38.60 m to 38.80 m - greenish grey.,-3.4323291307,53.9893164092,17/06/2010
566,M02,38.8,11.14,,,,,,,,,,,,,3.7,98.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
567,M02,40.0,10.57,,,,,,,,,,,,,,,,,mud,from 40.30 m to 40.60 m - Assessed zone of core loss.,-3.4323291307,53.9893164092,17/06/2010
568,M02,40.3,10.0,,,,,,,,,,,,,,78.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
569,M02,41.0,9.95,,,,,,,,,,,,,,,,,mud,from 41.80 m to 42.04 m - Non intact,-3.4323291307,53.9893164092,17/06/2010
570,M02,41.8,9.9,,,,,,,,,,,,,3.2,84.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
571,M02,43.0,10.25,,,,,,,,,,,,,,,,,"clay, gravel",from 43.30 m to 43.43 m - completely weathered to (firm) gravelly clay.  Gravel is angular.,-3.4323291307,53.9893164092,17/06/2010
572,M02,43.3,10.6,,,,,,,,,,,,,,90.0,,,"clay, gravel",,-3.4323291307,53.9893164092,17/06/2010
573,M02,44.8,10.95,,,,,,,,,,,,,,96.7,,,"clay, gravel",,-3.4323291307,53.9893164092,17/06/2010
574,M02,45.0,11.3,,,,,,,,,,,,,,,,,"clay, gravel",from 45.70 m to 46.03 m - very weak to weak.,-3.4323291307,53.9893164092,17/06/2010
575,M02,46.0,11.65,,,,,,,,,,,,,,,,,mud,at 46.03 m - Locally grey.,-3.4323291307,53.9893164092,17/06/2010
576,M02,46.3,12.0,,,,,,,,,,,,,0.7,70.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
577,M02,47.8,12.22,,,,,,,,,,,,,,68.7,,,mud,,-3.4323291307,53.9893164092,17/06/2010
578,M02,48.0,12.44,,,,,,,,,,,,,,,,,mud,from 48.49 m to 48.69 m - very weak.,-3.4323291307,53.9893164092,17/06/2010
579,M02,49.0,12.67,,,,,,,,,,,,,,,,,clay,from 49.30 m to 50.80 m - occasional greenish grey pockets (<70mm x 80mm).,-3.4323291307,53.9893164092,17/06/2010
580,M02,49.3,12.89,,,,,,,,,,,,,,90.0,,,clay,,-3.4323291307,53.9893164092,17/06/2010
581,M02,50.0,13.11,,,,,,,,,,,,,,,,,mud,Extremely weak and very weak locally weak partially weathered brownish red and greenish grey calcareous MUDSTONE with extremely closely spaced randomly oriented gypsum veins.,-3.4323291307,53.9893164092,17/06/2010
582,M02,50.8,13.33,,,,,,,,,,,,,,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
583,M02,51.0,13.56,,,,,,,,,,,,,,,,,mud,from 51.4 m to 52.3 m - extremely weak to very weak greenish grey,-3.4323291307,53.9893164092,17/06/2010
584,M02,52.0,13.78,,,,,,,,,,,,,,,,,mud,from 52.30 m to 54.50 m - very weak,-3.4323291307,53.9893164092,17/06/2010
585,M02,52.3,14.0,,,,,,,,,,,,,1.2,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
586,M02,53.8,14.0,,,,,,,,,,,,,,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
587,M02,54.0,14.0,,,,,,,,,,,,,,,,,mud,Weak slightly weathered reddish brown to brownish red calcareous MUDSTONE with extremely closely to medium closely spaced subhorizontal s are extremely closely to widely spaced,-3.4323291307,53.9893164092,17/06/2010
588,M02,55.0,14.0,,,,,,,,,,,,,,,,,mud,from 55.95 m to 56.15 m - thinly to thickly interlaminated greenish grey and dark greenish grey.,-3.4323291307,53.9893164092,17/06/2010
589,M02,55.3,14.0,,,,,,,,,,,,,2.9,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
590,M02,56.8,13.25,,,,,,,,,,,,,,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
591,M02,58.0,12.5,,,,,,,,,,,,,,,,,mud,from 58.55 m to 59.00 m - very weak.,-3.4323291307,53.9893164092,17/06/2010
592,M02,58.3,11.75,,,,,,,,,,,,,,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
593,M02,59.8,11.0,,,,,,,,,,,,,1.0,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
594,M02,60.0,10.62,,,,,,,,,,,,,,,,,mud,from 60.00 m to 60.30 m - closely spaced very thin beds of greenish grey silty mudstone.,-3.4323291307,53.9893164092,17/06/2010
595,M02,61.0,10.24,,,,,,,,,,,,,,,,,mud,from 61.95 m to 62.35 m - extremely weak.  Fractures are very closely spaced randomly orientated planar to irregular rough tight and clean.,-3.4323291307,53.9893164092,17/06/2010
596,M02,61.3,9.87,,,,,,,,,,,,,,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
597,M02,61.95,9.49,,,,,,,,,,,,,,44.4,,,mud,,-3.4323291307,53.9893164092,17/06/2010
598,M02,62.0,9.11,,,,,,,,,,,,,,,,,mud,from 62.55 m to 64.60 m - weak greenish grey silty mudstone,-3.4323291307,53.9893164092,17/06/2010
599,M02,62.85,8.73,,,,,,,,,,,,,,77.8,,,mud,,-3.4323291307,53.9893164092,17/06/2010
600,M02,63.75,8.36,,,,,,,,,,,,,,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
601,M02,64.0,7.98,,,,,,,,,,,,,,,,,mud,from 64.60m to 65.85 m - very weak.,-3.4323291307,53.9893164092,17/06/2010
602,M02,64.35,7.6,,,,,,,,,,,,,4.3,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
603,M02,65.0,7.25,,,,,,,,,,,,,,,,,mud,from 65.85 m to 67.35 m - thinly to thickly interlaminated brownish red and greenish grey.,-3.4323291307,53.9893164092,17/06/2010
604,M02,65.85,6.9,,,,,,,,,,,,,1.6,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
605,M02,67.35,6.9,,,,,,,,,,,,,,100.0,,,mud,,-3.4323291307,53.9893164092,17/06/2010
606,M04,0.0,,,,,,,,,,,,,,,,,,sand,Open Hole,-3.432884896,53.9893004774,14/06/2010
607,M04,2.0,,,,,,,,,,,,,,,,,,sand,Loose becoming very dense with depth silty SAND (Western Irish Sea Prograded Sands?) [Unit IIa?],-3.432884896,53.9893004774,14/06/2010
608,M04,20.0,,,,,,,,,,,,,,,,,,"clay, sand",very stiff becoming stiff with depth sandy CLAY (Cardigan Bay Till?) [Unit III],-3.432884896,53.9893004774,14/06/2010
609,M04,26.0,,,,,,,,,,,,,,,,,,"clay, mud, sand",very stiff/hard sandy CLAY (Cardigan Bay Till/Weathered Mercia Mudstone),-3.432884896,53.9893004774,14/06/2010
610,M04,28.0,,,,,,,,,,,,,,,,,,"clay, gravel, mud",Very weak and weak partially weathered reddish brown calcareous MUDSTONE sum,-3.432884896,53.9893004774,14/06/2010
611,M04,28.5,12.0,,,,,,,,,,,,,0.9,70.9,,,"clay, gravel, mud",,-3.432884896,53.9893004774,14/06/2010
612,M04,29.0,11.18,,,,,,,,,,,,,,,,,gravel,from 29.90 m to 29.95 m - Non Intact.  Recovered as gravel sized fragments of gypsum (<40mm).,-3.432884896,53.9893004774,14/06/2010
613,M04,29.05,10.35,,,,,,,,,,,,,,95.0,,,gravel,,-3.432884896,53.9893004774,14/06/2010
614,M04,30.0,9.52,,,,,,,,,,,,,,,,,mud,Very weak and weak slightly weathered red brown MUDSTONE ely spaced,-3.432884896,53.9893004774,14/06/2010
615,M04,30.25,8.7,,,,,,,,,,,,,5.8,59.3,,,mud,,-3.432884896,53.9893004774,14/06/2010
616,M04,31.0,10.85,,,,,,,,,,,,,,,,,gravel,from 31.04 m to 31.24 m - Non Intact.  Recovered as gravel and cobble sized fragments (up to 100mm.),-3.432884896,53.9893004774,14/06/2010
617,M04,31.75,13.0,,,,,,,,,,,,,1.1,100.0,,,gravel,,-3.432884896,53.9893004774,14/06/2010
618,M04,32.0,13.38,,,,,,,,,,,,,,,,,mud,Very weak partially weathered reddish brown MUDSTONE,-3.432884896,53.9893004774,14/06/2010
