,Borehole ID,Depth (m),Moisture Content (%),Bulk Density (kg/m3),Dry Density (kg/m3),Shear Strength (kPa) (Direct),SPT Value (blows/ft),Shear Strength (kPa) (Triaxial),Triaxial Test,Soil Condition During Triaxial Test,Particle Density (%),Liquid Limit (%),Plastic Limit (%),Porosity (%),Bearing Capacity (kPa),Unconfined Compressive Strength (MPa),Rock Quality Designation (%),Angle of Internal Friction (°),Grain Size,Soil Types,Soil Description,Latitude,Longitude,Borehole Start Date
1097,nH06,23.0,21.91,2028.54,1692.15,,51.0,56.0,UU,Remoulded,,31.0,17.0,0.17,,,,,0.002,"clay, sand",Firm high strength laminated brown slightly sandy CLAY with extremely closely to very closely spaced thin laminae of light brown fine sand.  Sand is fine. (CARDIGAN BAY - UPPER TILL - LAMINA TED) [UNIT IIIa],-3.4452584287,53.9925031847,08/08/2010
1098,nH06,24.0,19.75,,,,74.0,,,,,,,,,,,,,"clay, gravel, sand",Firm becoming stiff high to very high strength with depth brown slightly sandy slightly gravelly CLAY.  Sand is fine to coarse.  Gravel is subangular and subrounded fine of mixed lithologies . (CARDIGAN BAY - UPPER TILL) [UNIT III],-3.4452584287,53.9925031847,08/08/2010
1099,nH06,25.0,17.19,,,,94.0,,,,,,,,,,,,,"clay, gravel, sand",,-3.4452584287,53.9925031847,08/08/2010
1100,nH06,26.0,13.32,2150.87,1896.02,,140.0,147.0,UU,Undisturbed,,28.0,15.0,0.12,,,,,0.002,"clay, gravel, sand",,-3.4452584287,53.9925031847,08/08/2010
1101,nH06,27.0,7.72,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",Extremely weak moderately weathered reddish brown slightly sandy calcareous MUDSTONE with some pockets (50mm x 60mm) of very weak blue gery mudstone/siltstone.  Locally weathered to a very s tiff  or hard reddish brown clay. (MERCIA MUDSTONE - WEATHERED MERCIA MUDSTONE) [UNIT IVa],-3.4452584287,53.9925031847,08/08/2010
1102,nH06,27.5,11.0,,,,,,,,,,,,,1.0,95.0,,,"clay, gravel, mud, sand",,-3.4452584287,53.9925031847,08/08/2010
1103,nH06,28.0,9.88,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",at 28.60 m - gypsum veins (up to 10mm thick).,-3.4452584287,53.9925031847,08/08/2010
1104,nH06,28.5,8.76,,,,,,,,,,,,,,68.3,,,"clay, gravel, mud, sand",,-3.4452584287,53.9925031847,08/08/2010
1105,nH06,29.0,7.64,,,,,,,,,,,,,,,,,clay,at 29.00 m - subhorizontal fracture planar slightly rough and infilled with soft reddish brown clay (<3mm).,-3.4452584287,53.9925031847,08/08/2010
1106,nH06,31.0,6.52,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",from 31.70 m to 31.80 m - weak blue grey mudstone/siltstone.,-3.4452584287,53.9925031847,08/08/2010
1107,nH06,31.5,5.4,,,,,,,,,,,,,57.0,58.3,,,"clay, gravel, mud, sand",,-3.4452584287,53.9925031847,08/08/2010
1108,nH06,32.0,7.8,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",from 32.20 m to 32.45 m - firm brown clay with sand and gravel sized lithorelicts of very weak mudstone.  Highly weathered.,-3.4452584287,53.9925031847,08/08/2010
1109,nH06,33.0,10.2,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",below 33.65 m - very weak to weak blue grey with occasional reddish brown mottling slightly weathered mudstone with occasional veins (<4mm) of gypsum.,-3.4452584287,53.9925031847,08/08/2010
1110,nH06,34.0,12.6,,,,,,,,,,,,,,,,,mud,Very weak becoming weak with depth partially to moderately weathered dark reddish brown calcareous MUDSTONE with occasional gypsum veins (<8mm) inclined <5 to 45 degrees.  Fractures are very closely to medium spaced,-3.4452584287,53.9925031847,08/08/2010
1111,nH06,34.5,15.0,,,,,,,,,,,,,1.8,53.7,,,mud,,-3.4452584287,53.9925031847,08/08/2010
1112,nH06,37.0,11.8,,,,,,,,,,,,,,,,,mud,from 37.06 m to 37.50 m - extremely closely spaced fractures,-3.4452584287,53.9925031847,08/08/2010
1113,nH06,37.5,8.6,,,,,,,,,,,,,5.3,68.3,,,mud,,-3.4452584287,53.9925031847,08/08/2010
1114,nH06,39.0,8.6,,,,,,,,,,,,,,,,,"clay, gravel, mud, sand",from 39.00 m to 39.47 m - stiff clay with some sand and gravel sized lithorelicts of mudstone.,-3.4452584287,53.9925031847,08/08/2010
1115,nJ12,0.0,40.39,,,,,,CD,Reconstituted,,,,,,,,31.5,0.002,"clay, sand",Very soft very dark grey becoming dark greyish brown with depth sandy CLAY R) [UNIT I],-3.3895060892,53.9674164753,28/07/2010
1116,nJ12,1.0,34.35,,,,,,,,,,,,,,,,,"clay, sand",from 1.00 m to 2.00 m - Dark greyish brown,-3.3895060892,53.9674164753,28/07/2010
1117,nJ12,2.0,29.68,1824.67,1437.31,,,,,,,,,0.2099999999999999,,,,,,sand,from 2.25 m to 2.50 m - Dark greyish brown silty fine to coarse Sand,-3.3895060892,53.9674164753,28/07/2010
1118,nJ12,3.0,35.62,,,,,,,,,,,,,,,,,sand,,-3.3895060892,53.9674164753,28/07/2010
1119,nJ12,4.0,19.23,,,,,,,,,,,,,,,,,sand,Greyish brown silty locally very silty SAND shell fragments.  Sand is mainly fine.   (WESTERN IRISH SEA PROGRADED SANDS - UPPER MEMBER) [UNIT IIa],-3.3895060892,53.9674164753,28/07/2010
1120,nJ12,5.0,23.38,,,,,,,,,,,,,,,,,sand,,-3.3895060892,53.9674164753,28/07/2010
1121,nJ12,6.0,23.82,,,,,,CD,Reconstituted,,,,,,,,41.5,0.002,sand,,-3.3895060892,53.9674164753,28/07/2010
1122,nJ12,7.0,30.19,,,,,,,,,,,,,,,,,sand,,-3.3895060892,53.9674164753,28/07/2010
1123,nJ12,8.0,24.14,,,,,,,,,,,,,,,,,sand,at 8.25 m - 1 No. thick laminae (<8mm) of black silty fine sand.,-3.3895060892,53.9674164753,28/07/2010
1124,nJ12,9.0,24.13,,,,,,,,,,,,,,,,,sand,at 9.3 m - 1 No. pockets (<30mm) of black fine sand.,-3.3895060892,53.9674164753,28/07/2010
1125,nJ12,10.0,20.29,,,,,,,,,,,,,,,,,sand,at 10.10 m - 1 No. thin laminae (2mm) of black fine sand.,-3.3895060892,53.9674164753,28/07/2010
1126,nJ12,11.0,21.88,,,,,,,,,,,,,,,,,sand,from 11.10 m to 11.15 m - Occasional shell fragments (<25mm).,-3.3895060892,53.9674164753,28/07/2010
1127,nJ12,12.0,21.69,,,,,,,,,,,,,,,,,sand,from 12.00 m to 12.25 m - fine and medium sand,-3.3895060892,53.9674164753,28/07/2010
1128,nJ12,13.0,27.59,,,,,,,,2.64,,,,,,,,0.002,sand,at 13.15 m - 1 No. laminae (<8mm) of black fine sand,-3.3895060892,53.9674164753,28/07/2010
1129,nJ12,14.0,25.3,,,,,,,,,,,,,,,,,sand,,-3.3895060892,53.9674164753,28/07/2010
1130,nJ12,15.0,27.06,,,,,,,,,,,,,,,,,sand,from 15.00 m to 17.00 m - frequent laminae of black fine and medium sand.,-3.3895060892,53.9674164753,28/07/2010
1131,nJ12,16.0,25.56,,,,,,,,,,,,,,,,,sand,,-3.3895060892,53.9674164753,28/07/2010
1132,nJ12,17.0,25.15,,,,,,,,,,,,,,,,,sand,,-3.3895060892,53.9674164753,28/07/2010
1133,nJ12,18.0,23.73,,,,,,,,,,,,,,,,,sand,,-3.3895060892,53.9674164753,28/07/2010
1134,nJ12,19.0,16.79,,,,,,CD,Reconstituted,,,,,,,,33.5,0.002,sand,,-3.3895060892,53.9674164753,28/07/2010
1135,nJ12,20.0,20.62,2150.87,1753.31,,54.0,132.0,CU,Undisturbed,,35.0,19.0,0.18,,,,,0.002,"clay, gravel, sand",from 20.00 m to 23.85 m - firm with rare laminae (<10mm) of fine and medium sand,-3.3895060892,53.9674164753,28/07/2010
1136,nJ12,21.0,11.2,,,,84.0,,,,,,,,,,,,,"clay, gravel, sand",,-3.3895060892,53.9674164753,28/07/2010
1137,nJ12,22.0,13.6,,,,108.0,,,,,,,,,,,,,"clay, gravel, sand",from 22.50 m to 22.70 m - very stiff.,-3.3895060892,53.9674164753,28/07/2010
1138,nJ12,22.5,11.21,,,,417.0,,,,,,,,,,,,,"clay, gravel, sand",,-3.3895060892,53.9674164753,28/07/2010
1139,nJ12,22.8,16.51,2334.35,2079.51,,404.0,295.0,UU,Remoulded,,28.0,13.0,0.1099999999999999,,,,,0.002,"clay, gravel, sand",,-3.3895060892,53.9674164753,28/07/2010
1140,nJ12,23.8,22.21,2104.99,1709.99,200.0,337.0,123.0,CU,Undisturbed,,58.0,35.0,0.1899999999999999,17042.25,,,,0.002,"clay, gravel, sand",,-3.3895060892,53.9674164753,28/07/2010
1141,nJ12,24.0,20.74,,,,,,,,,,,,,,,,,sand,from 24.65 m to 24.90 m - thinly interlaminated with silt.,-3.3895060892,53.9674164753,28/07/2010
1142,nJ12,24.8,19.26,2048.93,1732.93,,,,,,2.75,,,0.15,,,,,0.002,sand,,-3.3895060892,53.9674164753,28/07/2010
1143,nJ12,25.0,11.48,,,,,,,,,,,,,,,,,"clay, gravel, sand",from 25.70 m to 25.90 m - Becoming gravelly.  Gravel is angular to subrounded fine and medium of mixed lithologies.,-3.3895060892,53.9674164753,28/07/2010
1144,nJ12,26.0,3.7,,,,,,,,,,,,,6.4,73.3,,,"clay, gravel, sand",Weak slightly to moderately weathered grey crystalline MICROGABBRO.  Fractures are closely spaced y wide,-3.3895060892,53.9674164753,28/07/2010
1145,nJ12,27.0,3.9,,,,,,,,,,,,,,,,,sand,Weak and medium strong slightly weathered dark grey MICROGABBRO.  Fractures are medium spaced inclined at <5 - 40 degrees y discoloured surfaces.   (WEST OF DUDDON SANDS MICROGABBRO) [UNIT V],-3.3895060892,53.9674164753,28/07/2010
1146,nJ12,27.5,4.1,,,,,,,,,,,,,1.8,100.0,,,sand,,-3.3895060892,53.9674164753,28/07/2010
1147,nJ12,29.0,4.1,,,,,,,,,,,,,,90.7,,,sand,,-3.3895060892,53.9674164753,28/07/2010
1148,nJ12,30.0,4.1,,,,,,,,,,,,,,,,,sand,from 30.95 m to 31.00 m - Non intact,-3.3895060892,53.9674164753,28/07/2010
1149,nJ12,30.5,4.1,,,,,,,,,,,,,,93.3,,,sand,,-3.3895060892,53.9674164753,28/07/2010
